0.000000,0.000000,0.000000
0.250000,0.071686,0.133253
0.500000,0.040346,0.132087
0.600000,0.028530,0.084629
0.700000,0.002305,0.008830
0.750000,-0.001801,-0.018653
0.800000,-0.000865,-0.009692
0.850000,-0.003530,-0.024272
0.900000,0.005331,0.227868
0.925000,0.001477,0.148635
0.950000,0.001225,0.103991
0.975000,0.000252,0.319892
1.000000,-0.000720,0.000000
